STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,nace_r2,Statistical classification of economic activities in the European Community (NACE Rev. 2),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",FI,Finland,2020,,16.9,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",FI,Finland,2021,,16.9,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",FI,Finland,2022,,16.0,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",FI,Finland,2023,,16.8,,p,provisional,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",FR,France,2006,,15.4,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",FR,France,2007,,17.3,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",FR,France,2008,,16.9,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",FR,France,2009,,15.2,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",FR,France,2010,,15.6,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",FR,France,2011,,15.7,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",FR,France,2012,,15.6,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",FR,France,2013,,15.5,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",FR,France,2014,,15.5,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",FR,France,2015,,15.6,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",FR,France,2016,,15.9,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",FR,France,2017,,16.3,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",FR,France,2018,,16.7,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",FR,France,2019,,16.0,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",FR,France,2020,,15.0,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",FR,France,2021,,13.7,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",FR,France,2022,,12.8,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",FR,France,2023,,12.2,,p,provisional,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",HR,Croatia,2010,,5.7,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",HR,Croatia,2013,,7.7,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",HR,Croatia,2014,,8.7,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",HR,Croatia,2016,,11.6,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",HR,Croatia,2017,,12.3,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",HR,Croatia,2018,,11.4,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",HR,Croatia,2019,,10.2,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",HR,Croatia,2020,,8.7,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",HR,Croatia,2021,,7.3,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",HR,Croatia,2022,,7.7,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",HR,Croatia,2023,,7.4,,p,provisional,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",HU,Hungary,2002,,19.1,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",HU,Hungary,2006,,14.4,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",HU,Hungary,2007,,16.3,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",HU,Hungary,2008,,17.5,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",HU,Hungary,2009,,17.1,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",HU,Hungary,2010,,17.6,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",HU,Hungary,2011,,18.0,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",HU,Hungary,2012,,20.1,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",HU,Hungary,2013,,18.4,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",HU,Hungary,2014,,15.1,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",HU,Hungary,2015,,14.0,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",HU,Hungary,2016,,14.0,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",HU,Hungary,2017,,15.9,,b,break in time series,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",HU,Hungary,2018,,14.2,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",HU,Hungary,2019,,18.2,,b,break in time series,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",HU,Hungary,2020,,17.1,,p,provisional,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",HU,Hungary,2021,,17.2,,p,provisional,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",HU,Hungary,2022,,17.5,,p,provisional,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",HU,Hungary,2023,,17.8,,p,provisional,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",IE,Ireland,2002,,15.1,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",IE,Ireland,2006,,17.2,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",IE,Ireland,2007,,17.3,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",IE,Ireland,2008,,12.6,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",IE,Ireland,2009,,12.6,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",IE,Ireland,2010,,13.9,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",IE,Ireland,2011,,12.7,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",IE,Ireland,2012,,12.2,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",IE,Ireland,2013,,12.9,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",IE,Ireland,2014,,13.9,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",IE,Ireland,2015,,13.9,,p,provisional,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",IE,Ireland,2016,,14.2,,p,provisional,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",IE,Ireland,2017,,14.4,,p,provisional,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",IE,Ireland,2018,,11.3,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",IE,Ireland,2019,,10.3,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",IE,Ireland,2020,,9.0,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",IE,Ireland,2021,,9.9,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",IE,Ireland,2022,,9.3,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",IE,Ireland,2023,,8.6,,p,provisional,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",IS,Iceland,2007,,24.0,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",IS,Iceland,2008,,20.7,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",IS,Iceland,2009,,18.0,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",IS,Iceland,2010,,17.7,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",IS,Iceland,2011,,17.8,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",IS,Iceland,2012,,17.7,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",IS,Iceland,2013,,19.0,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",IS,Iceland,2014,,16.7,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",IS,Iceland,2015,,17.5,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",IS,Iceland,2016,,15.8,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",IS,Iceland,2017,,15.3,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",IS,Iceland,2018,,13.8,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",IS,Iceland,2019,,14.1,,p,provisional,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",IS,Iceland,2020,,12.0,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",IS,Iceland,2021,,10.2,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",IS,Iceland,2022,,9.0,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",IS,Iceland,2023,,9.8,,p,provisional,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",IT,Italy,2006,,4.4,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",IT,Italy,2007,,5.1,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",IT,Italy,2008,,4.9,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",IT,Italy,2009,,5.5,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",IT,Italy,2010,,5.3,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",IT,Italy,2011,,5.7,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",IT,Italy,2012,,6.5,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",IT,Italy,2013,,7.0,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",IT,Italy,2014,,6.1,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",IT,Italy,2015,,5.5,,p,provisional,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",IT,Italy,2016,,5.3,,p,provisional,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",IT,Italy,2017,,5,,p,provisional,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",IT,Italy,2018,,5.5,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",IT,Italy,2019,,4.6,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",IT,Italy,2020,,4.0,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",IT,Italy,2021,,4.7,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",IT,Italy,2022,,3.8,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",IT,Italy,2023,,2.2,,p,provisional,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",LT,Lithuania,2002,,13.2,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",LT,Lithuania,2006,,17.1,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",LT,Lithuania,2007,,22.6,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",LT,Lithuania,2008,,21.6,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",LT,Lithuania,2009,,15.3,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",LT,Lithuania,2010,,11.9,,b,break in time series,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",LT,Lithuania,2011,,11.5,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",LT,Lithuania,2012,,11.9,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",LT,Lithuania,2013,,12.2,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",LT,Lithuania,2014,,13.3,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",LT,Lithuania,2015,,14.2,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",LT,Lithuania,2016,,14.4,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",LT,Lithuania,2017,,15.2,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",LT,Lithuania,2018,,14.0,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",LT,Lithuania,2019,,12.9,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",LT,Lithuania,2020,,12.3,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",LT,Lithuania,2021,,10.9,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",LT,Lithuania,2022,,10.5,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",LT,Lithuania,2023,,11.5,,p,provisional,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",LU,Luxembourg,2006,,10.7,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",LU,Luxembourg,2007,,10.2,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",LU,Luxembourg,2008,,9.7,,,,,
